Model Year,Division,Carline,# Cyl,Transmission,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,Trans Desc,# Gears,Drive Desc,Max Ethanol % - Gasoline,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. 
2013,Chevrolet,K15 SILVERADO 4WD,8,Auto(A6),15,21,17,Automatic,6,4-Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,3150,3150
2013,Chevrolet,K15 SILVERADO 4WD,8,Auto(A6),12,18,14,Automatic,6,4-Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,3800,3800
2013,Chevrolet,K15 SILVERADO 4WD HYBRID,8,Auto(AV),20,23,21,Continuously Variable,1,4-Wheel Drive,10,Gasoline (Regular Unleaded Recommended),MPG,2550,2550
2013,Ford,F150 PICKUP 4WD,6,Auto(A6),15,21,17,Automatic,6,Part-time 4-Wheel Drive,15,Gasoline (Regular Unleaded Recommended),MPG,3150,3150
2013,Ford,F150 PICKUP 4WD,6,Auto(S6),15,21,17,Semi-Automatic,6,Part-time 4-Wheel Drive,15,Gasoline (Regular Unleaded Recommended),MPG,3150,3150
2013,Ford,F150 PICKUP 4WD,8,Auto(S6),12,16,13,Semi-Automatic,6,Part-time 4-Wheel Drive,15,Gasoline (Regular Unleaded Recommended),MPG,4100,4100
2013,Ford,F150 PICKUP 4WD FFV,6,Auto(A6),16,21,18,Automatic,6,Part-time 4-Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,2950,2950
2013,Ford,F150 PICKUP 4WD FFV,6,Auto(S6),16,21,18,Semi-Automatic,6,Part-time 4-Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,2950,2950
2013,Ford,F150 PICKUP 4WD FFV,8,Auto(A6),14,19,16,Automatic,6,Part-time 4-Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,3350,3350
2013,Ford,F150 PICKUP 4WD FFV,8,Auto(S6),14,19,16,Semi-Automatic,6,Part-time 4-Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,3350,3350
2013,Ford,F150 Raptor Pickup 4WD,8,Auto(S6),11,16,13,Semi-Automatic,6,Part-time 4-Wheel Drive,15,Gasoline (Regular Unleaded Recommended),MPG,4100,4100
2013,GMC,K15 SIERRA 4WD,6,Auto(A4),14,18,15,Automatic,4,4-Wheel Drive,10,Gasoline (Regular Unleaded Recommended),MPG,3550,3550
2013,GMC,K15 SIERRA 4WD,8,Auto(A4),13,18,15,Automatic,4,4-Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,3550,3550
2013,GMC,K15 SIERRA 4WD,8,Auto(A6),15,21,17,Automatic,6,4-Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,3150,3150
2013,GMC,K15 SIERRA 4WD,8,Auto(A6),12,18,14,Automatic,6,4-Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,3800,3800
2013,GMC,K15 SIERRA 4WD HYBRID,8,Auto(AV),20,23,21,Continuously Variable,1,4-Wheel Drive,10,Gasoline (Regular Unleaded Recommended),MPG,2550,2550
2013,GMC,K15 SIERRA AWD,8,Auto(A6),12,18,14,Automatic,6,4-Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,3800,3800
2013,Honda,RIDGELINE 4WD,6,Auto(A5),15,21,17,Automatic,5,All Wheel Drive,10,Gasoline (Regular Unleaded Recommended),MPG,3150,3150
2013,NISSAN,TITAN 4WD,8,Auto(A5),12,17,14,Automatic,5,4-Wheel Drive,10,Gasoline (Regular Unleaded Recommended),MPG,3800,3800
2013,NISSAN,TITAN 4WD,8,Auto(A5),12,17,14,Automatic,5,4-Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,3800,3800
2013,RAM,1500 4WD,6,Auto(A8),16,23,19,Automatic,8,4-Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,2800,2800
2013,RAM,1500 4WD,8,Auto(A6),14,19,16,Automatic,6,4-Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,3350,3350
2013,RAM,1500 4WD,8,Auto(A6),13,19,15,Automatic,6,4-Wheel Drive,10,Gasoline (Mid Grade Unleaded Recommended),MPG,3650,3650
2013,RAM,1500 4WD,8,Auto(A8),15,21,17,Automatic,8,4-Wheel Drive,10,Gasoline (Mid Grade Unleaded Recommended),MPG,3200,3200
2013,TOYOTA,TUNDRA 4WD,8,Auto(S6),14,19,16,Semi-Automatic,6,Part-time 4-Wheel Drive,10,Gasoline (Regular Unleaded Recommended),MPG,3350,3350
2013,TOYOTA,TUNDRA 4WD,8,Auto(S6),13,17,15,Semi-Automatic,6,Part-time 4-Wheel Drive,10,Gasoline (Regular Unleaded Recommended),MPG,3550,3550
2013,TOYOTA,TUNDRA 4WD FFV,8,Auto(S6),13,18,15,Semi-Automatic,6,Part-time 4-Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,3550,3550
2013,Chevrolet,G1500 EXPRESS 2WD CARGO,6,Auto(A4),15,20,17,Automatic,4,"2-Wheel Drive, Rear",10,Gasoline (Regular Unleaded Recommended),MPG,3150,3150
2013,Chevrolet,G1500 EXPRESS 2WD CARGO,8,Auto(A4),13,18,15,Automatic,4,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,3550,3550
2013,Chevrolet,G1500 EXPRESS CONV 2WD CARGO,8,Auto(A4),13,17,14,Automatic,4,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,3800,3800
2013,Chevrolet,G2500EXPRESS CONV 2WD CARGOMDPV,8,Auto(A6),10,15,12,Automatic,6,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,4450,4450
2013,Chevrolet,H1500 EXPRESS AWD CARGO,8,Auto(A4),13,17,14,Automatic,4,All Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,3800,3800
2013,Chevrolet,H1500 EXPRESS CONV AWD CARGO,8,Auto(A4),13,17,14,Automatic,4,All Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,3800,3800
2013,Ford,E150 VAN FFV,8,Auto(A4),13,17,15,Automatic,4,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,3550,3550
2013,Ford,E150 VAN FFV,8,Auto(A4),12,16,14,Automatic,4,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,3800,3800
2013,Ford,E250 VAN FFV,8,Auto(A4),13,17,15,Automatic,4,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,3550,3550
2013,Ford,E250 VAN FFV,8,Auto(A4),12,16,14,Automatic,4,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,3800,3800
2013,Ford,E350 VAN,10,Auto(A5),10,14,12,Automatic,5,"2-Wheel Drive, Rear",15,Gasoline (Regular Unleaded Recommended),MPG,4450,4450
2013,Ford,E350 VAN FFV,8,Auto(A4),12,16,13,Automatic,4,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,4100,4100
2013,GMC,G1500 SAVANA 2WD CARGO,6,Auto(A4),15,20,17,Automatic,4,"2-Wheel Drive, Rear",10,Gasoline (Regular Unleaded Recommended),MPG,3150,3150
2013,GMC,G1500 SAVANA 2WD CARGO,8,Auto(A4),13,18,15,Automatic,4,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,3550,3550
2013,GMC,G1500 SAVANA CONV 2WD CARGO,8,Auto(A4),13,17,14,Automatic,4,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,3800,3800
2013,GMC,G2500 SAVANA CONV 2WD CARGO MDPV,8,Auto(A6),10,15,12,Automatic,6,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,4450,4450
2013,GMC,H1500 SAVANA AWD CARGO,8,Auto(A4),13,17,14,Automatic,4,All Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,3800,3800
2013,GMC,H1500 SAVANA CONV AWD CARGO,8,Auto(A4),13,17,14,Automatic,4,All Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,3800,3800
2013,NISSAN,NV200 Cargo Van,4,Auto(AV),24,25,24,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2200,2200
2013,Chevrolet,G1500 EXPRESS 2WD PASS,8,Auto(A4),13,17,14,Automatic,4,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,3800,3800
2013,Chevrolet,G2500 EXPRESS 2WD PASS MDPV,8,Auto(A6),11,17,13,Automatic,6,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,4100,4100
2013,Chevrolet,G2500 EXPRESS 2WD PASS MDPV,8,Auto(A6),11,16,13,Automatic,6,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,4100,4100
2013,Chevrolet,G3500 EXPRESS 2WD PASS MDPV,8,Auto(A6),11,17,13,Automatic,6,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,4100,4100
2013,Chevrolet,G3500 EXPRESS 2WD PASS MDPV,8,Auto(A6),11,16,12,Automatic,6,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,4450,4450
2013,Chevrolet,H1500 EXPRESS AWD PASS,8,Auto(A4),13,17,14,Automatic,4,All Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,3800,3800
2013,Ford,E150 WAGON FFV,8,Auto(A4),13,16,14,Automatic,4,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,3800,3800
2013,Ford,E150 WAGON FFV,8,Auto(A4),12,16,13,Automatic,4,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,4100,4100
2013,Ford,E350 WAGON,10,Auto(A5),10,13,11,Automatic,5,"2-Wheel Drive, Rear",15,Gasoline (Regular Unleaded Recommended),MPG,4850,4850
2013,Ford,E350 WAGON FFV,8,Auto(A4),11,15,13,Automatic,4,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,4100,4100
2013,GMC,G1500 SAVANA 2WD PASS,8,Auto(A4),13,17,14,Automatic,4,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,3800,3800
2013,GMC,G2500 SAVANA 2WD PASS (MDPV),8,Auto(A6),11,17,13,Automatic,6,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,4100,4100
2013,GMC,G2500 SAVANA 2WD PASS (MDPV),8,Auto(A6),11,16,13,Automatic,6,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,4100,4100
2013,GMC,G3500 SAVANA 2WD PASS (MDPV,8,Auto(A6),11,17,13,Automatic,6,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,4100,4100
2013,GMC,G3500 SAVANA 2WD PASS (MDPV,8,Auto(A6),11,16,12,Automatic,6,"2-Wheel Drive, Rear",85,Gasoline (Regular Unleaded Recommended),MPG,4450,4450
2013,GMC,H1500 SAVANA AWD PASS,8,Auto(A4),13,17,14,Automatic,4,All Wheel Drive,85,Gasoline (Regular Unleaded Recommended),MPG,3800,3800
2013,Cadillac,XTS HEARSE,6,Auto(S6),15,21,17,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,3150,3150
2013,Cadillac,XTS LIMO,6,Auto(S6),15,21,17,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,3150,3150
2013,Ford,Transit Connect Van,4,Auto(A4),21,27,23,Automatic,4,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,2300,2300
2013,Ford,TRANSIT CONNECT WAGON FWD,4,Auto(A4),22,27,24,Automatic,4,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,2200,2200
2013,Lincoln,MKT LIVERY FWD,4,Auto(S6),20,28,23,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,2300,2300
2013,The Vehicle Production Group LLC,MV-1,8,Auto(A4),13,18,15,Automatic,4,"2-Wheel Drive, Rear",10,Gasoline (Regular Unleaded Recommended),MPG,3550,3550
2013,Lincoln,MKT LIVERY AWD,6,Auto(A6),17,24,19,Automatic,6,All Wheel Drive,15,Gasoline (Regular Unleaded Recommended),MPG,2800,2800
2013,Chrysler,Town & Country,6,Auto(A6),17,25,20,Automatic,6,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),MPG,2650,2650
2013,Dodge,Grand Caravan,6,Auto(A6),17,25,20,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2650,2650
2013,Dodge,Grand Caravan,6,Auto(A6),17,25,20,Automatic,6,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),MPG,2650,2650
2013,Honda,ODYSSEY 2WD,6,Auto(A5),18,27,21,Automatic,5,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2550,2550
2013,Honda,ODYSSEY 2WD,6,Auto(A6),19,28,22,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2400,2400
2013,MAZDA,MAZDA 5,4,Auto(S5),22,28,24,Semi-Automatic,5,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2200,2200
2013,MAZDA,MAZDA 5,4,Manual(M6),21,28,24,Manual,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2200,2200
2013,NISSAN,QUEST,6,Auto(AV),19,25,21,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2550,2550
2013,RAM,C/V,6,Auto(A6),17,25,20,Automatic,6,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),MPG,2650,2650
2013,TOYOTA,SIENNA,4,Auto(S6),19,24,21,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2550,2550
2013,TOYOTA,SIENNA,6,Auto(S6),18,25,21,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2550,2550
2013,Volkswagen,Routan,6,Auto(A6),17,25,20,Automatic,6,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),MPG,2650,2650
2013,TOYOTA,SIENNA AWD,6,Auto(S6),16,23,19,Semi-Automatic,6,All Wheel Drive,10,Gasoline (Regular Unleaded Recommended),MPG,2800,2800
2013,Acura,RDX 2WD,6,Auto(S6),20,28,23,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,2500,2500
2013,Buick,ENCORE,4,Auto(S6),25,33,28,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1900,1900
2013,Chevrolet,CAPTIVA FWD,4,Auto(A6),20,28,23,Automatic,6,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),MPG,2300,2300
2013,Chevrolet,CAPTIVA FWD,6,Auto(A6),17,24,19,Automatic,6,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),MPG,2800,2800
2013,Chevrolet,EQUINOX FWD,4,Auto(A6),22,32,26,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2050,2050
2013,Chevrolet,EQUINOX FWD,4,Auto(A6),22,32,26,Automatic,6,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),MPG,2050,2050
2013,Chevrolet,EQUINOX FWD,6,Auto(A6),17,24,20,Automatic,6,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),MPG,2650,2650
2013,Chevrolet,EQUINOX FWD,6,Auto(A6),17,24,20,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2650,2650
2013,Dodge,Journey FWD,4,Auto(A4),19,26,21,Automatic,4,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2550,2550
2013,Dodge,Journey FWD,6,Auto(A6),17,25,20,Automatic,6,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),MPG,2650,2650
2013,Ford,EDGE FWD,4,Auto(A6),21,30,24,Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,2200,2200
2013,Ford,EDGE FWD,6,Auto(S6),19,27,22,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,2400,2400
2013,Ford,EDGE FWD,6,Auto(S6),19,26,22,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,2400,2400
2013,Ford,ESCAPE FWD,4,Auto(S6),23,33,26,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,2050,2050
2013,Ford,ESCAPE FWD,4,Auto(S6),22,30,25,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,2150,2150
2013,Ford,ESCAPE FWD,4,Auto(S6),22,31,25,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,2150,2150
2013,GMC,TERRAIN FWD,4,Auto(A6),22,32,26,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2050,2050
2013,GMC,TERRAIN FWD,4,Auto(A6),22,32,26,Automatic,6,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),MPG,2050,2050
2013,GMC,TERRAIN FWD,6,Auto(A6),17,24,20,Automatic,6,"2-Wheel Drive, Front",85,Gasoline (Regular Unleaded Recommended),MPG,2650,2650
2013,GMC,TERRAIN FWD,6,Auto(A6),17,24,20,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2650,2650
2013,Honda,CROSSTOUR 2WD,4,Auto(A5),22,31,25,Automatic,5,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2150,2150
2013,Honda,CROSSTOUR 2WD,6,Auto(S6),20,30,23,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2300,2300
2013,Honda,CR-V 2WD,4,Auto(A5),23,31,26,Automatic,5,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2050,2050
2013,Honda,PILOT 2WD,6,Auto(A5),18,25,21,Automatic,5,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2550,2550
2013,HYUNDAI MOTOR COMPANY,SANTA FE 2WD,6,Auto(A6),18,25,21,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2550,2550
2013,HYUNDAI MOTOR COMPANY,Santa Fe Sport 2WD,4,Auto(A6),20,27,23,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2300,2300
2013,HYUNDAI MOTOR COMPANY,Santa Fe Sport 2WD,4,Auto(A6),21,29,24,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2200,2200
2013,HYUNDAI MOTOR COMPANY,TUCSON 2WD,4,Auto(A6),22,29,25,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2150,2150
2013,HYUNDAI MOTOR COMPANY,TUCSON 2WD,4,Manual(M5),20,26,22,Manual,5,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2400,2400
2013,HYUNDAI MOTOR COMPANY,TUCSON 2WD,4,Auto(A6),21,30,25,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2150,2150
2013,HYUNDAI MOTOR COMPANY,TUCSON 2WD,4,Manual(M6),20,27,23,Manual,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2300,2300
2013,INFINITI,FX37 RWD,6,Auto(S7),17,24,19,Semi-Automatic,7,"2-Wheel Drive, Rear",10,Gasoline (Premium Unleaded Required),MPG,3000,3000
2013,INFINITI,JX35 FWD,6,Auto(AV-S6),18,24,21,Selectable Continuously Variable (e.g. CVT with paddles),6,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,2700,2700
2013,Jeep,Compass 2WD,4,Auto(AV),22,28,24,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2200,2200
2013,Jeep,Compass 2WD,4,Manual(M5),23,30,26,Manual,5,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2050,2050
2013,Jeep,Compass 2WD,4,Auto(AV),21,27,24,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2200,2200
2013,Jeep,Compass 2WD,4,Manual(M5),23,28,25,Manual,5,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2150,2150
2013,Jeep,Patriot 2WD,4,Auto(AV),22,28,24,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2200,2200
2013,Jeep,Patriot 2WD,4,Manual(M5),23,30,26,Manual,5,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2050,2050
2013,Jeep,Patriot 2WD,4,Auto(AV),21,27,24,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2200,2200
2013,Jeep,Patriot 2WD,4,Manual(M5),23,28,25,Manual,5,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2150,2150
2013,KIA MOTORS CORPORATION,SORENTO 2WD,4,Auto(A6),21,29,24,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2200,2200
2013,KIA MOTORS CORPORATION,SORENTO 2WD,4,Auto(A6),21,30,24,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2200,2200
2013,KIA MOTORS CORPORATION,SORENTO 2WD,4,Manual(M6),20,27,22,Manual,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2400,2400
2013,KIA MOTORS CORPORATION,SORENTO 2WD,6,Auto(A6),20,26,22,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2400,2400
2013,KIA MOTORS CORPORATION,SPORTAGE 2WD,4,Auto(A6),21,28,24,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2200,2200
2013,KIA MOTORS CORPORATION,SPORTAGE 2WD,4,Auto(A6),21,30,25,Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2150,2150
2013,KIA MOTORS CORPORATION,SPORTAGE 2WD,4,Manual(M6),20,27,23,Manual,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2300,2300
2013,LEXUS,RX 350,6,Auto(S6),18,25,21,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2550,2550
2013,LEXUS,RX 450h,6,Auto(AV-S6),32,28,30,Selectable Continuously Variable (e.g. CVT with paddles),6,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Required),MPG,1900,1900
2013,Lincoln,MKT FWD,6,Auto(S6),17,25,20,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,2650,2650
2013,Lincoln,MKX FWD,6,Auto(S6),19,26,22,Semi-Automatic,6,"2-Wheel Drive, Front",15,Gasoline (Regular Unleaded Recommended),MPG,2400,2400
2013,MAZDA,CX-5 2WD,4,Auto(S6),26,32,29,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1850,1850
2013,MAZDA,CX-5 2WD,4,Manual(M6),26,35,29,Manual,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1850,1850
2013,MAZDA,CX-9 2WD,6,Auto(S6),17,24,19,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2800,2800
2013,Mercedes-Benz,GLK 350,6,Auto(A7),19,25,21,Automatic,7,"2-Wheel Drive, Rear",15,Gasoline (Premium Unleaded Required),MPG,2700,2700
2013,Mercedes-Benz,GLK 350,6,Auto(A7),19,25,21,Automatic,7,"2-Wheel Drive, Rear",15,Gasoline (Premium Unleaded Required),MPG,2700,2700
2013,Mitsubishi Motors Corporation,OUTLANDER 2WD,4,Auto(AV-S6),22,28,25,Selectable Continuously Variable (e.g. CVT with paddles),6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2150,2150
2013,Mitsubishi Motors Corporation,OUTLANDER 2WD,6,Auto(S6),19,26,22,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Premium Unleaded Recommended),MPG,2600,2600
2013,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,4,Auto(AV-S6),24,31,27,Selectable Continuously Variable (e.g. CVT with paddles),6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,1950,1950
2013,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,4,Manual(M5),24,30,26,Manual,5,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2050,2050
2013,NISSAN,MURANO FWD,6,Auto(AV),18,24,20,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2650,2650
2013,NISSAN,PATHFINDER 2WD,6,Auto(AV),20,26,22,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2400,2400
2013,NISSAN,ROGUE FWD,4,Auto(AV),23,28,25,Continuously Variable,1,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2150,2150
2013,NISSAN,XTERRA 2WD,6,Auto(A5),16,22,18,Automatic,5,"2-Wheel Drive, Rear",10,Gasoline (Regular Unleaded Recommended),MPG,2950,2950
2013,Suzuki,GRAND VITARA,4,Auto(A4),19,25,21,Automatic,4,"2-Wheel Drive, Rear",10,Gasoline (Regular Unleaded Recommended),MPG,2550,2550
2013,Suzuki,GRAND VITARA,4,Manual(M5),19,26,22,Manual,5,"2-Wheel Drive, Rear",10,Gasoline (Regular Unleaded Recommended),MPG,2400,2400
2013,TOYOTA,FJ CRUISER 2WD,6,Auto(A5),16,20,18,Automatic,5,"2-Wheel Drive, Rear",10,Gasoline (Regular Unleaded Recommended),MPG,2950,2950
2013,TOYOTA,HIGHLANDER 2WD,4,Auto(S6),20,25,22,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2400,2400
2013,TOYOTA,HIGHLANDER 2WD,6,Auto(S5),18,24,20,Semi-Automatic,5,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2650,2650
2013,TOYOTA,RAV4,4,Auto(S6),24,31,26,Semi-Automatic,6,"2-Wheel Drive, Front",10,Gasoline (Regular Unleaded Recommended),MPG,2050,2050
